,MAE,RMSE,MAPE,R,Type,Time
TNTS-SAN-F2W_RLAP_PURE.h5,0.234±0.066,0.561±0.434,0.357±0.115,0.99973,Whole,2024-11-19 15:08:36
TNTS-SAN-F2W_RLAP_UBFC.h5,1.249±0.092,2.447±1.12,1.288±0.1,0.98955,Window,2024-11-19 15:08:41
TNTS-SAN-F2W_RLAP_UBFC.h5,0.496±0.084,0.738±0.433,0.498±0.08,0.99912,Whole,2024-11-19 15:08:41
TNTS-SAN-F2W_RLAP_MMPD.h5,11.438±0.191,19.885±3.265,13.75±0.239,0.42932,Window,2024-11-19 15:24:27
TNTS-SAN-F2W_RLAP_MMPD.h5,6.943±0.335,11.045±3.435,8.331±0.414,0.69728,Whole,2024-11-19 15:24:27
TNTS-SAN-F2W_RLAP_COHFACE.h5,3.525±0.205,9.447±3.038,4.838±0.274,0.71075,Window,2024-11-19 15:24:38
TNTS-SAN-F2W_RLAP_COHFACE.h5,2.582±0.424,6.012±3.813,3.488±0.53,0.85909,Whole,2024-11-19 15:24:38
TNTS-SAN-F2W_RLAP_PURE.h5,0.523±0.08,2.257±1.659,0.804±0.136,0.99516,Window,2024-11-19 15:24:44
TNTS-SAN-F2W_RLAP_PURE.h5,0.299±0.089,0.744±0.545,0.461±0.16,0.99953,Whole,2024-11-19 15:24:44
TNTS-SAN-F2W_RLAP_UBFC.h5,1.243±0.093,2.454±1.128,1.282±0.102,0.98947,Window,2024-11-19 15:24:48
TNTS-SAN-F2W_RLAP_UBFC.h5,0.487±0.084,0.73±0.438,0.484±0.077,0.99913,Whole,2024-11-19 15:24:48
TNTS-SAN-F2W_RLAP_MMPD.h5,11.22±0.192,19.781±3.266,13.45±0.24,0.41886,Window,2024-11-19 15:39:08
TNTS-SAN-F2W_RLAP_MMPD.h5,6.807±0.338,11.016±3.409,8.145±0.421,0.69617,Whole,2024-11-19 15:39:08
TNTS-SAN-F2W_RLAP_COHFACE.h5,3.234±0.195,8.934±2.899,4.441±0.26,0.73724,Window,2024-11-19 15:39:19
TNTS-SAN-F2W_RLAP_COHFACE.h5,2.305±0.351,5.053±2.77,3.129±0.45,0.89932,Whole,2024-11-19 15:39:19
TNTS-SAN-F2W_RLAP_PURE.h5,0.48±0.079,2.232±1.712,0.766±0.146,0.99528,Window,2024-11-19 15:39:24
TNTS-SAN-F2W_RLAP_PURE.h5,0.306±0.105,0.864±0.667,0.502±0.197,0.99934,Whole,2024-11-19 15:39:24
TNTS-SAN-F2W_RLAP_UBFC.h5,1.257±0.09,2.401±1.081,1.289±0.093,0.99002,Window,2024-11-19 15:39:29
TNTS-SAN-F2W_RLAP_UBFC.h5,0.564±0.085,0.787±0.434,0.564±0.081,0.99904,Whole,2024-11-19 15:39:29
TNTS-SAN-F2W_RLAP_MMPD.h5,10.715±0.182,18.812±3.109,13.039±0.235,0.44702,Window,2024-11-19 15:48:31
TNTS-SAN-F2W_RLAP_MMPD.h5,6.652±0.325,10.652±3.286,8.187±0.426,0.71678,Whole,2024-11-19 15:48:31
TNTS-SAN-F2W_RLAP_MMPD.h5,10.56±0.184,18.843±3.155,12.619±0.227,0.44602,Window,2024-11-19 16:04:38
TNTS-SAN-F2W_RLAP_MMPD.h5,6.555±0.334,10.781±3.408,7.821±0.402,0.71022,Whole,2024-11-19 16:04:38
TNTS-SAN-F2W_RLAP_COHFACE.h5,3.099±0.192,8.768±3.019,4.3±0.268,0.74848,Window,2024-11-19 16:04:50
TNTS-SAN-F2W_RLAP_COHFACE.h5,2.326±0.372,5.297±2.979,3.189±0.501,0.8896,Whole,2024-11-19 16:04:50
TNTS-SAN-F2W_RLAP_PURE.h5,0.42±0.05,1.434±0.841,0.622±0.078,0.99806,Window,2024-11-19 16:04:55
TNTS-SAN-F2W_RLAP_PURE.h5,0.228±0.067,0.563±0.448,0.342±0.118,0.99973,Whole,2024-11-19 16:04:55
TNTS-SAN-F2W_RLAP_UBFC.h5,1.246±0.09,2.411±1.104,1.275±0.096,0.98988,Window,2024-11-19 16:04:59
TNTS-SAN-F2W_RLAP_UBFC.h5,0.492±0.087,0.75±0.457,0.479±0.079,0.99909,Whole,2024-11-19 16:04:59
TNTS-SAN-F2W_RLAP_MMPD.h5,10.807±0.186,19.161±3.189,13.01±0.236,0.43324,Window,2024-11-19 16:54:33
TNTS-SAN-F2W_RLAP_MMPD.h5,6.647±0.338,10.923±3.435,8.041±0.435,0.70037,Whole,2024-11-19 16:54:33
TNTS-SAN-F2W_RLAP_COHFACE.h5,3.211±0.189,8.692±2.858,4.419±0.248,0.74914,Window,2024-11-19 16:54:45
TNTS-SAN-F2W_RLAP_COHFACE.h5,2.221±0.369,5.226±3.282,2.968±0.447,0.8926,Whole,2024-11-19 16:54:45
TNTS-SAN-F2W_RLAP_PURE.h5,0.497±0.08,2.254±1.676,0.774±0.143,0.99517,Window,2024-11-19 16:54:50
TNTS-SAN-F2W_RLAP_PURE.h5,0.32±0.104,0.858±0.652,0.505±0.192,0.99937,Whole,2024-11-19 16:54:50
TNTS-SAN-F2W_RLAP_UBFC.h5,1.242±0.092,2.436±1.108,1.273±0.098,0.9897,Window,2024-11-19 16:54:54
TNTS-SAN-F2W_RLAP_UBFC.h5,0.504±0.083,0.737±0.435,0.492±0.074,0.9992,Whole,2024-11-19 16:54:54
TNTS-SAN-F2W_RLAP_MMPD.h5,10.794±0.187,19.207±3.189,12.978±0.235,0.43919,Window,2024-11-19 18:00:19
TNTS-SAN-F2W_RLAP_MMPD.h5,6.711±0.337,10.924±3.413,8.085±0.427,0.70262,Whole,2024-11-19 18:00:19
TNTS-SAN-F2W_RLAP_COHFACE.h5,3.051±0.183,8.402±2.767,4.142±0.238,0.76352,Window,2024-11-19 18:00:31
TNTS-SAN-F2W_RLAP_COHFACE.h5,2.2±0.36,5.112±3.213,2.909±0.432,0.90183,Whole,2024-11-19 18:00:31
TNTS-SAN-F2W_RLAP_PURE.h5,0.43±0.053,1.538±0.895,0.648±0.087,0.99776,Window,2024-11-19 18:00:37
TNTS-SAN-F2W_RLAP_PURE.h5,0.241±0.081,0.67±0.568,0.365±0.147,0.99961,Whole,2024-11-19 18:00:37
TNTS-SAN-F2W_RLAP_UBFC.h5,1.205±0.086,2.303±1.064,1.238±0.094,0.99077,Window,2024-11-19 18:00:41
TNTS-SAN-F2W_RLAP_UBFC.h5,0.467±0.078,0.686±0.417,0.461±0.07,0.99928,Whole,2024-11-19 18:00:41
TNTS-SAN-F2W_RLAP_MMPD.h5,10.52±0.183,18.741±3.134,12.711±0.232,0.46006,Window,2024-11-19 18:16:08
TNTS-SAN-F2W_RLAP_MMPD.h5,6.512±0.316,10.39±3.125,7.921±0.41,0.73215,Whole,2024-11-19 18:16:08
TNTS-SAN-F2W_RLAP_COHFACE.h5,3.288±0.198,9.083±3.046,4.545±0.272,0.72915,Window,2024-11-19 18:16:20
TNTS-SAN-F2W_RLAP_COHFACE.h5,2.396±0.406,5.722±3.626,3.254±0.521,0.87194,Whole,2024-11-19 18:16:20
TNTS-SAN-F2W_RLAP_PURE.h5,0.446±0.055,1.589±0.877,0.665±0.085,0.99762,Window,2024-11-19 18:16:26
TNTS-SAN-F2W_RLAP_PURE.h5,0.267±0.081,0.678±0.547,0.39±0.142,0.9996,Whole,2024-11-19 18:16:26
TNTS-SAN-F2W_RLAP_UBFC.h5,1.208±0.089,2.364±1.114,1.236±0.095,0.99029,Window,2024-11-19 18:16:30
TNTS-SAN-F2W_RLAP_UBFC.h5,0.461±0.085,0.717±0.447,0.451±0.077,0.9992,Whole,2024-11-19 18:16:30
TNTS-SAN-F2W_RLAP_MMPD.h5,11.094±0.183,19.075±3.103,12.966±0.214,0.42952,Window,2024-11-19 21:13:48
TNTS-SAN-F2W_RLAP_MMPD.h5,7.019±0.354,11.463±3.691,8.069±0.389,0.69568,Whole,2024-11-19 21:13:48
TNTS-SAN-F2W_RLAP_COHFACE.h5,3.16±0.183,8.451±2.756,4.337±0.245,0.75657,Window,2024-11-19 21:13:59
TNTS-SAN-F2W_RLAP_COHFACE.h5,2.28±0.327,4.764±2.55,3.068±0.417,0.91263,Whole,2024-11-19 21:13:59
TNTS-SAN-F2W_RLAP_PURE.h5,0.458±0.055,1.574±0.858,0.688±0.084,0.99766,Window,2024-11-19 21:14:07
TNTS-SAN-F2W_RLAP_PURE.h5,0.256±0.081,0.67±0.557,0.384±0.144,0.9996,Whole,2024-11-19 21:14:07
TNTS-SAN-F2W_RLAP_UBFC.h5,1.224±0.085,2.297±1.046,1.258±0.094,0.99082,Window,2024-11-19 21:14:11
TNTS-SAN-F2W_RLAP_UBFC.h5,0.506±0.084,0.745±0.442,0.509±0.082,0.99914,Whole,2024-11-19 21:14:11
TNTS-SAN-F2W_RLAP_MMPD.h5,11.523±0.186,19.533±3.11,13.803±0.232,0.41801,Window,2024-11-19 21:40:59
TNTS-SAN-F2W_RLAP_MMPD.h5,7.129±0.334,11.145±3.327,8.497±0.406,0.69112,Whole,2024-11-19 21:40:59
TNTS-SAN-F2W_RLAP_COHFACE.h5,3.19±0.186,8.575±2.929,4.471±0.27,0.75529,Window,2024-11-19 21:41:11
TNTS-SAN-F2W_RLAP_COHFACE.h5,1.995±0.336,4.748±2.991,2.779±0.478,0.90943,Whole,2024-11-19 21:41:11
TNTS-SAN-F2W_RLAP_PURE.h5,0.463±0.056,1.622±0.884,0.693±0.088,0.99752,Window,2024-11-19 21:41:16
TNTS-SAN-F2W_RLAP_PURE.h5,0.276±0.08,0.673±0.551,0.407±0.142,0.99961,Whole,2024-11-19 21:41:16
TNTS-SAN-F2W_RLAP_UBFC.h5,1.238±0.086,2.329±1.051,1.275±0.095,0.99052,Window,2024-11-19 21:41:20
TNTS-SAN-F2W_RLAP_UBFC.h5,0.537±0.089,0.786±0.454,0.545±0.089,0.99896,Whole,2024-11-19 21:41:20
TNTS-SAN-F2W_RLAP_PURE.h5,33.379±1.023,43.72±9.826,51.681±1.763,0.01678,Window,2024-11-19 22:35:05
TNTS-SAN-F2W_RLAP_PURE.h5,25.252±2.133,30.102±12.125,39.606±3.548,0.04222,Whole,2024-11-19 22:35:05
TNTS-SAN-F2W_RLAP_MMPD.h5,11.173±0.188,19.491±3.194,13.352±0.232,0.42193,Window,2024-11-19 23:28:13
TNTS-SAN-F2W_RLAP_MMPD.h5,6.737±0.336,10.93±3.463,8.039±0.403,0.70008,Whole,2024-11-19 23:28:13
TNTS-SAN-F2W_RLAP_COHFACE.h5,3.313±0.187,8.634±2.748,4.585±0.249,0.7541,Window,2024-11-19 23:28:25
TNTS-SAN-F2W_RLAP_COHFACE.h5,2.232±0.349,4.994±2.967,3.029±0.444,0.90278,Whole,2024-11-19 23:28:25
TNTS-SAN-F2W_RLAP_PURE.h5,0.435±0.054,1.55±0.859,0.655±0.084,0.99773,Window,2024-11-19 23:28:30
TNTS-SAN-F2W_RLAP_PURE.h5,0.246±0.075,0.626±0.516,0.368±0.133,0.99965,Whole,2024-11-19 23:28:30
TNTS-SAN-F2W_RLAP_UBFC.h5,1.205±0.085,2.283±1.057,1.239±0.093,0.99096,Window,2024-11-19 23:28:35
TNTS-SAN-F2W_RLAP_UBFC.h5,0.454±0.081,0.694±0.429,0.445±0.073,0.99926,Whole,2024-11-19 23:28:35
TNTS-SAN-F2W_RLAP_MMPD.h5,10.763±0.18,18.707±3.074,12.997±0.23,0.45394,Window,2024-11-19 23:43:53
TNTS-SAN-F2W_RLAP_MMPD.h5,6.634±0.322,10.592±3.284,8.074±0.414,0.71997,Whole,2024-11-19 23:43:53
TNTS-SAN-F2W_RLAP_COHFACE.h5,3.007±0.176,8.109±2.768,4.183±0.241,0.78651,Window,2024-11-19 23:44:05
TNTS-SAN-F2W_RLAP_COHFACE.h5,1.997±0.267,3.955±2.018,2.769±0.361,0.93955,Whole,2024-11-19 23:44:05
TNTS-SAN-F2W_RLAP_PURE.h5,0.4±0.048,1.388±0.808,0.592±0.074,0.99818,Window,2024-11-19 23:44:10
TNTS-SAN-F2W_RLAP_PURE.h5,0.204±0.066,0.544±0.443,0.307±0.116,0.99974,Whole,2024-11-19 23:44:10
TNTS-SAN-F2W_RLAP_UBFC.h5,1.227±0.086,2.319±1.057,1.26±0.093,0.99066,Window,2024-11-19 23:44:14
TNTS-SAN-F2W_RLAP_UBFC.h5,0.464±0.086,0.725±0.452,0.456±0.077,0.9992,Whole,2024-11-19 23:44:14
TNTS-SAN-F2W_RLAP_MMPD.h5,11.033±0.185,19.206±3.168,13.187±0.229,0.42874,Window,2024-11-19 23:59:55
TNTS-SAN-F2W_RLAP_MMPD.h5,6.724±0.336,10.924±3.391,8.017±0.412,0.70165,Whole,2024-11-19 23:59:55
TNTS-SAN-F2W_RLAP_COHFACE.h5,3.41±0.198,9.13±2.956,4.731±0.275,0.7282,Window,2024-11-20 00:00:07
TNTS-SAN-F2W_RLAP_COHFACE.h5,2.473±0.369,5.333±3.266,3.401±0.484,0.8877,Whole,2024-11-20 00:00:07
TNTS-SAN-F2W_RLAP_PURE.h5,0.434±0.055,1.569±0.875,0.653±0.085,0.99767,Window,2024-11-20 00:00:12
TNTS-SAN-F2W_RLAP_PURE.h5,0.259±0.079,0.658±0.54,0.388±0.14,0.99962,Whole,2024-11-20 00:00:12
TNTS-SAN-F2W_RLAP_UBFC.h5,1.245±0.093,2.454±1.125,1.281±0.101,0.98949,Window,2024-11-20 00:00:16
TNTS-SAN-F2W_RLAP_UBFC.h5,0.484±0.086,0.74±0.448,0.476±0.079,0.99913,Whole,2024-11-20 00:00:16
TNTS-SAN-F2W_RLAP_MMPD.h5,11.026±0.186,19.263±3.178,13.418±0.239,0.43221,Window,2024-11-20 00:15:28
TNTS-SAN-F2W_RLAP_MMPD.h5,6.779±0.333,10.9±3.354,8.338±0.438,0.70261,Whole,2024-11-20 00:15:28
TNTS-SAN-F2W_RLAP_COHFACE.h5,3.228±0.181,8.381±2.719,4.515±0.249,0.7685,Window,2024-11-20 00:15:40
TNTS-SAN-F2W_RLAP_COHFACE.h5,2.0±0.308,4.418±2.758,2.779±0.408,0.92251,Whole,2024-11-20 00:15:40
TNTS-SAN-F2W_RLAP_PURE.h5,0.446±0.054,1.561±0.847,0.67±0.084,0.99769,Window,2024-11-20 00:15:46
TNTS-SAN-F2W_RLAP_PURE.h5,0.253±0.08,0.665±0.546,0.374±0.142,0.9996,Whole,2024-11-20 00:15:46
TNTS-SAN-F2W_RLAP_UBFC.h5,1.185±0.082,2.215±1.031,1.211±0.088,0.99154,Window,2024-11-20 00:15:50
TNTS-SAN-F2W_RLAP_UBFC.h5,0.517±0.09,0.779±0.459,0.514±0.086,0.99912,Whole,2024-11-20 00:15:50
TNTS-SAN-F2W_RLAP_MMPD.h5,10.963±0.183,19.053±3.138,13.221±0.234,0.43869,Window,2024-11-20 00:33:35
TNTS-SAN-F2W_RLAP_MMPD.h5,6.745±0.328,10.77±3.38,8.173±0.423,0.70954,Whole,2024-11-20 00:33:35
TNTS-SAN-F2W_RLAP_COHFACE.h5,3.078±0.18,8.292±2.742,4.312±0.252,0.77455,Window,2024-11-20 00:33:47
TNTS-SAN-F2W_RLAP_COHFACE.h5,2.104±0.332,4.74±2.869,2.932±0.438,0.91158,Whole,2024-11-20 00:33:47
TNTS-SAN-F2W_RLAP_PURE.h5,0.456±0.055,1.597±0.859,0.688±0.086,0.99759,Window,2024-11-20 00:33:52
TNTS-SAN-F2W_RLAP_PURE.h5,0.261±0.08,0.67±0.546,0.393±0.142,0.9996,Whole,2024-11-20 00:33:52
TNTS-SAN-F2W_RLAP_UBFC.h5,1.182±0.082,2.212±1.022,1.21±0.088,0.9915,Window,2024-11-20 00:33:56
TNTS-SAN-F2W_RLAP_UBFC.h5,0.496±0.086,0.747±0.445,0.496±0.085,0.99912,Whole,2024-11-20 00:33:56
TNTS-SAN-F2W_RLAP_MMPD.h5,10.68±0.182,18.807±3.1,12.742±0.224,0.44932,Window,2024-11-20 00:52:12
TNTS-SAN-F2W_RLAP_MMPD.h5,6.739±0.322,10.649±3.185,7.992±0.385,0.72287,Whole,2024-11-20 00:52:12
TNTS-SAN-F2W_RLAP_COHFACE.h5,3.762±0.213,9.855±3.073,5.167±0.291,0.68333,Window,2024-11-20 00:52:24
TNTS-SAN-F2W_RLAP_COHFACE.h5,2.823±0.427,6.152±3.588,3.82±0.546,0.85146,Whole,2024-11-20 00:52:24
TNTS-SAN-F2W_RLAP_PURE.h5,0.42±0.048,1.381±0.784,0.619±0.071,0.9982,Window,2024-11-20 00:52:29
TNTS-SAN-F2W_RLAP_PURE.h5,0.228±0.061,0.524±0.399,0.339±0.105,0.99977,Whole,2024-11-20 00:52:29
TNTS-SAN-F2W_RLAP_UBFC.h5,1.234±0.087,2.345±1.072,1.254±0.088,0.99049,Window,2024-11-20 00:52:33
TNTS-SAN-F2W_RLAP_UBFC.h5,0.513±0.085,0.751±0.433,0.508±0.08,0.99914,Whole,2024-11-20 00:52:33
TNTS-SAN-F2W_RLAP_MMPD.h5,11.28±0.184,19.285±3.121,13.618±0.235,0.42808,Window,2024-11-20 01:07:47
TNTS-SAN-F2W_RLAP_MMPD.h5,7.0±0.334,11.051±3.341,8.474±0.427,0.69239,Whole,2024-11-20 01:07:47
TNTS-SAN-F2W_RLAP_COHFACE.h5,3.238±0.188,8.655±2.961,4.623±0.282,0.76882,Window,2024-11-20 01:07:59
TNTS-SAN-F2W_RLAP_COHFACE.h5,1.83±0.262,3.824±2.13,2.673±0.425,0.94244,Whole,2024-11-20 01:07:59
TNTS-SAN-F2W_RLAP_PURE.h5,0.463±0.057,1.637±0.885,0.707±0.092,0.99747,Window,2024-11-20 01:08:04
TNTS-SAN-F2W_RLAP_PURE.h5,0.281±0.092,0.762±0.654,0.427±0.169,0.99948,Whole,2024-11-20 01:08:04
TNTS-SAN-F2W_RLAP_UBFC.h5,1.231±0.086,2.326±1.052,1.264±0.094,0.99061,Window,2024-11-20 01:08:08
TNTS-SAN-F2W_RLAP_UBFC.h5,0.479±0.08,0.708±0.434,0.471±0.073,0.99924,Whole,2024-11-20 01:08:08
TNTS-SAN-F2W_RLAP_MMPD.h5,12.023±0.188,19.978±3.156,14.652±0.244,0.3963,Window,2024-11-20 13:04:45
TNTS-SAN-F2W_RLAP_MMPD.h5,7.289±0.333,11.223±3.4,8.964±0.448,0.67748,Whole,2024-11-20 13:04:45
TNTS-SAN-F2W_RLAP_COHFACE.h5,5.952±0.272,13.044±3.659,8.56±0.41,0.55817,Window,2024-11-20 13:04:57
TNTS-SAN-F2W_RLAP_COHFACE.h5,3.611±0.394,6.205±3.015,5.248±0.591,0.84527,Whole,2024-11-20 13:04:57
TNTS-SAN-F2W_RLAP_PURE.h5,0.468±0.052,1.502±0.808,0.704±0.079,0.99787,Window,2024-11-20 13:05:02
TNTS-SAN-F2W_RLAP_PURE.h5,0.268±0.076,0.643±0.517,0.394±0.133,0.99964,Whole,2024-11-20 13:05:02
TNTS-SAN-F2W_RLAP_UBFC.h5,1.258±0.088,2.361±1.047,1.298±0.096,0.99026,Window,2024-11-20 13:05:06
TNTS-SAN-F2W_RLAP_UBFC.h5,0.551±0.096,0.83±0.487,0.558±0.102,0.99886,Whole,2024-11-20 13:05:06
TNTS-SAN-F2W_RLAP_MMPD.h5,11.203±0.185,19.295±3.107,13.655±0.241,0.42752,Window,2024-11-20 13:25:16
TNTS-SAN-F2W_RLAP_MMPD.h5,7.104±0.335,11.143±3.32,8.734±0.446,0.68608,Whole,2024-11-20 13:25:16
TNTS-SAN-F2W_RLAP_COHFACE.h5,2.621±0.166,7.573±2.885,3.791±0.261,0.80994,Window,2024-11-20 13:25:28
TNTS-SAN-F2W_RLAP_COHFACE.h5,1.477±0.28,3.882±2.629,2.199±0.477,0.94048,Whole,2024-11-20 13:25:28
TNTS-SAN-F2W_RLAP_PURE.h5,0.453±0.055,1.59±0.882,0.678±0.087,0.99761,Window,2024-11-20 13:25:33
TNTS-SAN-F2W_RLAP_PURE.h5,0.261±0.08,0.667±0.546,0.382±0.142,0.99961,Whole,2024-11-20 13:25:33
TNTS-SAN-F2W_RLAP_UBFC.h5,1.196±0.084,2.251±1.026,1.227±0.09,0.99118,Window,2024-11-20 13:25:37
TNTS-SAN-F2W_RLAP_UBFC.h5,0.52±0.082,0.742±0.437,0.521±0.079,0.99911,Whole,2024-11-20 13:25:37
TNTS-SAN-F2W_RLAP_MMPD.h5,10.866±0.183,18.983±3.087,13.251±0.239,0.44321,Window,2024-11-20 13:48:26
TNTS-SAN-F2W_RLAP_MMPD.h5,6.888±0.341,11.118±3.403,8.516±0.459,0.69009,Whole,2024-11-20 13:48:26
TNTS-SAN-F2W_RLAP_COHFACE.h5,2.38±0.16,7.24±2.909,3.475±0.257,0.82252,Window,2024-11-20 13:48:38
TNTS-SAN-F2W_RLAP_COHFACE.h5,1.593±0.285,3.98±2.634,2.355±0.482,0.93718,Whole,2024-11-20 13:48:38
TNTS-SAN-F2W_RLAP_PURE.h5,0.509±0.079,2.253±1.673,0.785±0.139,0.99518,Window,2024-11-20 13:48:43
TNTS-SAN-F2W_RLAP_PURE.h5,0.321±0.104,0.858±0.652,0.51±0.191,0.99937,Whole,2024-11-20 13:48:43
TNTS-SAN-F2W_RLAP_UBFC.h5,1.196±0.087,2.325±1.074,1.224±0.093,0.99058,Window,2024-11-20 13:48:47
TNTS-SAN-F2W_RLAP_UBFC.h5,0.526±0.086,0.767±0.44,0.524±0.083,0.99905,Whole,2024-11-20 13:48:47
TNTS-SAN-F2W_RLAP_MMPD.h5,10.759±0.184,18.986±3.135,13.058±0.237,0.44667,Window,2024-11-20 14:07:47
TNTS-SAN-F2W_RLAP_MMPD.h5,6.682±0.333,10.841±3.263,8.189±0.438,0.706,Whole,2024-11-20 14:07:47
TNTS-SAN-F2W_RLAP_COHFACE.h5,2.819±0.181,8.239±3.013,3.937±0.264,0.77495,Window,2024-11-20 14:08:00
TNTS-SAN-F2W_RLAP_COHFACE.h5,1.902±0.318,4.493±2.701,2.633±0.45,0.92066,Whole,2024-11-20 14:08:00
TNTS-SAN-F2W_RLAP_PURE.h5,0.436±0.052,1.499±0.857,0.664±0.085,0.99788,Window,2024-11-20 14:08:05
TNTS-SAN-F2W_RLAP_PURE.h5,0.245±0.079,0.655±0.556,0.374±0.143,0.99963,Whole,2024-11-20 14:08:05
TNTS-SAN-F2W_RLAP_UBFC.h5,1.248±0.092,2.444±1.116,1.279±0.099,0.98962,Window,2024-11-20 14:08:09
TNTS-SAN-F2W_RLAP_UBFC.h5,0.508±0.089,0.768±0.457,0.497±0.082,0.99907,Whole,2024-11-20 14:08:09
TNTS-SAN-F2W_RLAP_MMPD.h5,11.171±0.185,19.307±3.126,13.633±0.241,0.43645,Window,2024-11-20 14:28:25
TNTS-SAN-F2W_RLAP_MMPD.h5,6.854±0.333,10.94±3.289,8.497±0.446,0.69993,Whole,2024-11-20 14:28:25
TNTS-SAN-F2W_RLAP_COHFACE.h5,2.907±0.173,7.941±2.788,4.136±0.254,0.79013,Window,2024-11-20 14:28:37
TNTS-SAN-F2W_RLAP_COHFACE.h5,1.812±0.285,4.074±2.386,2.589±0.425,0.93377,Whole,2024-11-20 14:28:37
TNTS-SAN-F2W_RLAP_PURE.h5,0.437±0.052,1.511±0.873,0.663±0.085,0.99785,Window,2024-11-20 14:28:43
TNTS-SAN-F2W_RLAP_PURE.h5,0.249±0.082,0.674±0.58,0.375±0.148,0.99961,Whole,2024-11-20 14:28:43
TNTS-SAN-F2W_RLAP_UBFC.h5,1.215±0.087,2.332±1.067,1.249±0.095,0.99052,Window,2024-11-20 14:28:47
TNTS-SAN-F2W_RLAP_UBFC.h5,0.483±0.08,0.71±0.429,0.473±0.073,0.99919,Whole,2024-11-20 14:28:47
TNTS-SAN-F2W_RLAP_MMPD.h5,10.849±0.183,18.928±3.119,13.206±0.238,0.44754,Window,2024-11-20 14:44:31
TNTS-SAN-F2W_RLAP_MMPD.h5,6.505±0.328,10.634±3.294,8.015±0.445,0.71753,Whole,2024-11-20 14:44:31
TNTS-SAN-F2W_RLAP_COHFACE.h5,3.314±0.196,9.01±2.918,4.621±0.274,0.73608,Window,2024-11-20 14:44:43
TNTS-SAN-F2W_RLAP_COHFACE.h5,2.301±0.378,5.362±3.399,3.183±0.513,0.88576,Whole,2024-11-20 14:44:43
TNTS-SAN-F2W_RLAP_PURE.h5,0.446±0.056,1.607±0.882,0.669±0.088,0.99756,Window,2024-11-20 14:44:48
TNTS-SAN-F2W_RLAP_PURE.h5,0.269±0.084,0.698±0.58,0.397±0.15,0.99957,Whole,2024-11-20 14:44:48
TNTS-SAN-F2W_RLAP_UBFC.h5,1.263±0.09,2.404±1.072,1.309±0.1,0.98991,Window,2024-11-20 14:44:52
TNTS-SAN-F2W_RLAP_UBFC.h5,0.547±0.094,0.821±0.486,0.557±0.1,0.99891,Whole,2024-11-20 14:44:52
TNTS-SAN-F2W_RLAP_MMPD.h5,11.266±0.188,19.529±3.169,13.52±0.235,0.41759,Window,2024-11-20 15:02:10
TNTS-SAN-F2W_RLAP_MMPD.h5,7.109±0.347,11.371±3.527,8.533±0.428,0.67391,Whole,2024-11-20 15:02:10
TNTS-SAN-F2W_RLAP_COHFACE.h5,2.948±0.187,8.515±3.013,4.203±0.279,0.76413,Window,2024-11-20 15:02:22
TNTS-SAN-F2W_RLAP_COHFACE.h5,2.118±0.321,4.621±2.647,3.043±0.506,0.91448,Whole,2024-11-20 15:02:22
TNTS-SAN-F2W_RLAP_PURE.h5,0.43±0.05,1.454±0.84,0.635±0.077,0.998,Window,2024-11-20 15:02:27
TNTS-SAN-F2W_RLAP_PURE.h5,0.225±0.064,0.543±0.412,0.328±0.108,0.99975,Whole,2024-11-20 15:02:27
TNTS-SAN-F2W_RLAP_UBFC.h5,1.27±0.094,2.49±1.124,1.313±0.102,0.98919,Window,2024-11-20 15:02:32
TNTS-SAN-F2W_RLAP_UBFC.h5,0.508±0.083,0.739±0.429,0.498±0.076,0.99915,Whole,2024-11-20 15:02:32
TNTS-SAN-F2W_RLAP_MMPD.h5,10.764±0.184,18.956±3.125,12.891±0.229,0.43946,Window,2024-11-20 15:19:12
TNTS-SAN-F2W_RLAP_MMPD.h5,6.65±0.334,10.826±3.429,7.94±0.405,0.70938,Whole,2024-11-20 15:19:12
TNTS-SAN-F2W_RLAP_COHFACE.h5,2.785±0.172,7.872±2.696,3.822±0.229,0.78965,Window,2024-11-20 15:19:24
TNTS-SAN-F2W_RLAP_COHFACE.h5,1.909±0.324,4.565±2.871,2.561±0.397,0.91934,Whole,2024-11-20 15:19:24
TNTS-SAN-F2W_RLAP_PURE.h5,0.461±0.057,1.643±0.905,0.688±0.089,0.99745,Window,2024-11-20 15:19:30
TNTS-SAN-F2W_RLAP_PURE.h5,0.274±0.086,0.718±0.598,0.403±0.154,0.99955,Whole,2024-11-20 15:19:30
TNTS-SAN-F2W_RLAP_UBFC.h5,1.25±0.094,2.488±1.135,1.289±0.103,0.98921,Window,2024-11-20 15:19:34
TNTS-SAN-F2W_RLAP_UBFC.h5,0.513±0.084,0.748±0.44,0.509±0.076,0.99913,Whole,2024-11-20 15:19:34
TNTS-SAN-F2W_RLAP_MMPD.h5,10.659±0.183,18.866±3.142,12.84±0.231,0.45305,Window,2024-11-20 15:35:45
TNTS-SAN-F2W_RLAP_MMPD.h5,6.449±0.323,10.493±3.364,7.809±0.415,0.72737,Whole,2024-11-20 15:35:45
TNTS-SAN-F2W_RLAP_COHFACE.h5,3.68±0.212,9.778±3.126,5.11±0.295,0.69749,Window,2024-11-20 15:35:56
TNTS-SAN-F2W_RLAP_COHFACE.h5,2.727±0.429,6.136±3.807,3.724±0.556,0.85271,Whole,2024-11-20 15:35:56
